key,L/S,TOS 15min,TOS 1hr,TOS 1day,,Profit,Orders,wincnt,losscnt,wins$,loss$,ratio,,,,,,,,,,,,,,,17,172,18,182,19,192,201,220,211,Rank
shortATR15:HATR1:HATRD:HCCI15:IUCCIA15:IUCCIA1h:IUCCIA1d:IUSpread:A,,,,,,2462.5,25,9,16,6062.5,-3600,1.684027778,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:ACCI15:ILCCIA15:ILCCIA1h:IUCCIA1d:IUSpread:O,,,,,,2450,40,22,18,3600,-1150,3.130434783,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:OCCIA15:OCCIA1h:UCCIA1d:ILSpread:H,,,,,,2450,9,5,4,3437.5,-987.5,3.481012658,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:HCCI15:OCCIA15:OCCIA1h:ILCCIA1d:OSpread:O,,,,,,2450,7,5,2,3175,-725,4.379310345,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:HCCI15:OCCIA15:OCCIA1h:IUCCIA1d:IUSpread:A,,,,,,2450,20,11,9,3450,-1000,3.45,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:IUCCIA15:IUCCIA1h:IUCCIA1d:USpread:H,,,,,,2437.5,10,6,4,3500,-1062.5,3.294117647,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:IUCCIA15:OCCIA1h:OCCIA1d:IUSpread:O,,,,,,2412.5,5,4,1,2725,-312.5,8.72,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:UCCIA15:UCCIA1h:ILCCIA1d:OSpread:O,,,,,,2412.5,6,4,2,2787.5,-375,7.433333333,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:UCCIA15:UCCIA1h:ILCCIA1d:USpread:H,,,,,,2400,10,5,5,2987.5,-587.5,5.085106383,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:HCCI15:IUCCIA15:IUCCIA1h:ILCCIA1d:ILSpread:H,,,,,,2400,24,13,11,4525,-2125,2.129411765,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:HCCI15:ILCCIA15:UCCIA1h:UCCIA1d:ILSpread:H,,,,,,2387.5,11,6,5,3475,-1087.5,3.195402299,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:OCCIA15:OCCIA1h:IUCCIA1d:USpread:A,,,,,,2375,33,13,20,8300,-5925,1.400843882,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:HATRD:HCCI15:ILCCIA15:ILCCIA1h:IUCCIA1d:ILSpread:O,,,,,,2375,12,9,3,2687.5,-312.5,8.6,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:ACCI15:IUCCIA15:IUCCIA1h:ILCCIA1d:OSpread:H,,,,,,2375,50,21,29,4475,-2100,2.130952381,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:HCCI15:IUCCIA15:ILCCIA1h:UCCIA1d:USpread:O,,,,,,2375,14,7,7,4200,-1825,2.301369863,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:OCCIA15:OCCIA1h:UCCIA1d:USpread:O,,,,,,2362.5,7,4,3,2975,-612.5,4.857142857,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:HCCI15:ILCCIA15:UCCIA1h:UCCIA1d:IUSpread:H,,,,,,2362.5,10,5,5,3675,-1312.5,2.8,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:HCCI15:OCCIA15:IUCCIA1h:IUCCIA1d:ILSpread:H,,,,,,2325,10,8,2,2875,-550,5.227272727,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:HCCI15:OCCIA15:OCCIA1h:IUCCIA1d:OSpread:M,,,,,,2300,23,13,10,3162.5,-862.5,3.666666667,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:HCCI15:IUCCIA15:IUCCIA1h:IUCCIA1d:IUSpread:H,,,,,,2300,20,9,11,4000,-1700,2.352941176,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:ILCCIA15:ILCCIA1h:IUCCIA1d:ILSpread:H,,,,,,2275,23,10,13,4037.5,-1762.5,2.290780142,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:ACCI15:UCCIA15:UCCIA1h:IUCCIA1d:IUSpread:O,,,,,,2262.5,21,13,8,2500,-237.5,10.52631579,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:HCCI15:OCCIA15:OCCIA1h:OCCIA1d:USpread:H,,,,,,2250,7,4,3,2687.5,-437.5,6.142857143,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:ACCI15:ILCCIA15:IUCCIA1h:ILCCIA1d:IUSpread:O,,,,,,2250,42,19,23,4125,-1875,2.2,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:IUCCIA15:IUCCIA1h:UCCIA1d:IUSpread:O,,,,,,2237.5,5,5,,2237.5,,0,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:UCCIA15:UCCIA1h:ILCCIA1d:OSpread:H,,,,,,2212.5,5,3,2,2775,-562.5,4.933333333,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:HATRD:HCCI15:ILCCIA15:ILCCIA1h:IUCCIA1d:ILSpread:O,,,,,,2212.5,5,5,,2212.5,,0,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:HCCI15:IUCCIA15:ILCCIA1h:ILCCIA1d:IUSpread:A,,,,,,2200,11,5,6,3350,-1150,2.913043478,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:UCCIA15:UCCIA1h:ILCCIA1d:ILSpread:O,,,,,,2200,7,6,1,2500,-300,8.333333333,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:IUCCIA15:IUCCIA1h:ILCCIA1d:OSpread:A,,,,,,2187.5,20,9,11,4450,-2262.5,1.966850829,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:UCCIA15:ILCCIA1h:OCCIA1d:IUSpread:L,,,,,,2187.5,2,1,1,2450,-262.5,9.333333333,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:ILCCIA15:IUCCIA1h:ILCCIA1d:IUSpread:O,,,,,,2187.5,22,9,13,5987.5,-3800,1.575657895,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:ACCI15:IUCCIA15:IUCCIA1h:ILCCIA1d:OSpread:O,,,,,,2175,46,21,25,3850,-1675,2.298507463,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:ACCI15:IUCCIA15:IUCCIA1h:IUCCIA1d:IUSpread:O,,,,,,2137.5,58,24,34,4575,-2437.5,1.876923077,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:HCCI15:OCCIA15:OCCIA1h:IUCCIA1d:USpread:A,,,,,,2125,14,7,7,3362.5,-1237.5,2.717171717,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:ACCI15:ILCCIA15:ILCCIA1h:ILCCIA1d:IUSpread:O,,,,,,2112.5,36,18,18,2900,-787.5,3.682539683,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:HCCI15:ILCCIA15:ILCCIA1h:IUCCIA1d:OSpread:O,,,,,,2112.5,24,15,9,2800,-687.5,4.072727273,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:ACCI15:ILCCIA15:ILCCIA1h:UCCIA1d:OSpread:O,,,,,,2100,12,9,3,2275,-175,13,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:HCCI15:IUCCIA15:IUCCIA1h:IUCCIA1d:IUSpread:A,,,,,,2100,13,8,5,2725,-625,4.36,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:HCCI15:IUCCIA15:IUCCIA1h:OCCIA1d:IUSpread:O,,,,,,2087.5,12,7,5,2462.5,-375,6.566666667,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:ILCCIA15:ILCCIA1h:UCCIA1d:OSpread:L,,,,,,2075,39,12,27,7037.5,-4962.5,1.41813602,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:HCCI15:OCCIA15:IUCCIA1h:ILCCIA1d:USpread:O,,,,,,2062.5,21,9,12,4675,-2612.5,1.789473684,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:AATRD:HCCI15:UCCIA15:UCCIA1h:UCCIA1d:OSpread:O,,,,,,2037.5,4,3,1,2075,-37.5,55.33333333,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:HCCI15:ILCCIA15:UCCIA1h:IUCCIA1d:IUSpread:O,,,,,,2025,16,8,8,3400,-1375,2.472727273,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:HCCI15:IUCCIA15:IUCCIA1h:IUCCIA1d:ILSpread:O,,,,,,2025,7,3,4,2700,-675,4,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:HCCI15:IUCCIA15:IUCCIA1h:OCCIA1d:ILSpread:H,,,,,,2012.5,24,13,11,3837.5,-1825,2.102739726,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:HCCI15:OCCIA15:IUCCIA1h:ILCCIA1d:OSpread:O,,,,,,2000,12,8,4,3087.5,-1087.5,2.83908046,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:ACCI15:IUCCIA15:OCCIA1h:ILCCIA1d:IUSpread:O,,,,,,1987.5,33,15,18,3500,-1512.5,2.314049587,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:HCCI15:OCCIA15:OCCIA1h:ILCCIA1d:OSpread:O,,,,,,1987.5,12,9,3,2300,-312.5,7.36,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:ACCI15:ILCCIA15:UCCIA1h:IUCCIA1d:ILSpread:O,,,,,,1975,27,16,11,2900,-925,3.135135135,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:ILCCIA15:ILCCIA1h:UCCIA1d:OSpread:M,,,,,,1962.5,26,10,16,5025,-3062.5,1.640816327,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:ACCI15:IUCCIA15:IUCCIA1h:IUCCIA1d:OSpread:O,,,,,,1950,44,22,22,3425,-1475,2.322033898,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:HCCI15:ILCCIA15:ILCCIA1h:IUCCIA1d:ILSpread:O,,,,,,1925,11,6,5,2525,-600,4.208333333,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:IUCCIA15:IUCCIA1h:ILCCIA1d:OSpread:O,,,,,,1925,6,4,2,2350,-425,5.529411765,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:HCCI15:ILCCIA15:ILCCIA1h:IUCCIA1d:IUSpread:O,,,,,,1912.5,14,9,5,2337.5,-425,5.5,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:HCCI15:IUCCIA15:ILCCIA1h:OCCIA1d:IUSpread:H,,,,,,1912.5,7,5,2,2300,-387.5,5.935483871,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:ACCI15:IUCCIA15:ILCCIA1h:UCCIA1d:IUSpread:O,,,,,,1900,34,18,16,2712.5,-812.5,3.338461538,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:HCCI15:OCCIA15:ILCCIA1h:ILCCIA1d:OSpread:O,,,,,,1887.5,3,3,,1887.5,,0,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:ACCI15:UCCIA15:UCCIA1h:IUCCIA1d:USpread:O,,,,,,1887.5,2,2,,1887.5,,0,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:IUCCIA15:OCCIA1h:IUCCIA1d:ILSpread:M,,,,,,1862.5,4,2,2,2300,-437.5,5.257142857,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:HCCI15:OCCIA15:IUCCIA1h:IUCCIA1d:IUSpread:O,,,,,,1862.5,15,11,4,3000,-1137.5,2.637362637,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:ILCCIA15:IUCCIA1h:IUCCIA1d:USpread:H,,,,,,1850,8,3,5,3225,-1375,2.345454545,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:HCCI15:OCCIA15:IUCCIA1h:OCCIA1d:OSpread:O,,,,,,1850,9,5,4,2550,-700,3.642857143,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:ACCI15:IUCCIA15:ILCCIA1h:ILCCIA1d:IUSpread:O,,,,,,1850,66,33,33,5787.5,-3937.5,1.46984127,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:HCCI15:OCCIA15:IUCCIA1h:IUCCIA1d:IUSpread:H,,,,,,1837.5,14,6,8,2237.5,-400,5.59375,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:UCCIA15:UCCIA1h:IUCCIA1d:IUSpread:H,,,,,,1837.5,5,2,3,2312.5,-475,4.868421053,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:HCCI15:OCCIA15:IUCCIA1h:ILCCIA1d:IUSpread:O,,,,,,1825,15,8,7,3512.5,-1687.5,2.081481481,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:OCCIA15:OCCIA1h:UCCIA1d:USpread:A,,,,,,1825,8,3,5,3300,-1475,2.237288136,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:HCCI15:OCCIA15:IUCCIA1h:IUCCIA1d:IUSpread:O,,,,,,1825,17,12,5,2400,-575,4.173913043,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:OCCIA15:OCCIA1h:OCCIA1d:OSpread:A,,,,,,1812.5,22,8,14,4550,-2737.5,1.662100457,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:HATRD:HCCI15:OCCIA15:IUCCIA1h:OCCIA1d:OSpread:H,,,,,,1812.5,6,4,2,2162.5,-350,6.178571429,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:HCCI15:ILCCIA15:ILCCIA1h:UCCIA1d:OSpread:M,,,,,,1800,16,5,11,3525,-1725,2.043478261,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:UCCIA15:UCCIA1h:IUCCIA1d:USpread:O,,,,,,1787.5,5,4,1,2100,-312.5,6.72,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:IUCCIA15:OCCIA1h:OCCIA1d:USpread:A,,,,,,1787.5,9,6,3,2412.5,-625,3.86,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:HCCI15:UCCIA15:UCCIA1h:IUCCIA1d:IUSpread:O,,,,,,1787.5,24,12,12,3262.5,-1475,2.211864407,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:IUCCIA15:OCCIA1h:OCCIA1d:USpread:H,,,,,,1762.5,7,5,2,2462.5,-700,3.517857143,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:HCCI15:ILCCIA15:UCCIA1h:IUCCIA1d:USpread:H,,,,,,1762.5,8,3,5,2537.5,-775,3.274193548,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:ACCI15:UCCIA15:UCCIA1h:IUCCIA1d:ILSpread:O,,,,,,1750,33,11,22,3287.5,-1537.5,2.138211382,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:ILCCIA15:ILCCIA1h:OCCIA1d:USpread:O,,,,,,1750,4,2,2,2050,-300,6.833333333,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:IUCCIA15:IUCCIA1h:UCCIA1d:ILSpread:A,,,,,,1737.5,13,6,7,3350,-1612.5,2.07751938,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:ILCCIA15:ILCCIA1h:OCCIA1d:IUSpread:O,,,,,,1725,8,6,2,1975,-250,7.9,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:UCCIA15:ILCCIA1h:ILCCIA1d:IUSpread:H,,,,,,1725,6,4,2,1925,-200,9.625,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:ACCI15:ILCCIA15:UCCIA1h:IUCCIA1d:IUSpread:O,,,,,,1725,41,19,22,3275,-1550,2.112903226,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:HCCI15:IUCCIA15:IUCCIA1h:OCCIA1d:OSpread:O,,,,,,1725,4,2,2,1812.5,-87.5,20.71428571,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:ACCI15:IUCCIA15:ILCCIA1h:ILCCIA1d:ILSpread:O,,,,,,1725,24,14,10,2550,-825,3.090909091,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:HCCI15:UCCIA15:UCCIA1h:IUCCIA1d:ILSpread:O,,,,,,1725,32,13,19,5325,-3600,1.479166667,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:ILCCIA15:ILCCIA1h:IUCCIA1d:USpread:A,,,,,,1712.5,17,3,14,6250,-4537.5,1.377410468,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:AATRD:ACCI15:UCCIA15:UCCIA1h:ILCCIA1d:IUSpread:H,,,,,,1712.5,11,4,7,2650,-937.5,2.826666667,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:ACCI15:ILCCIA15:IUCCIA1h:IUCCIA1d:IUSpread:O,,,,,,1700,34,14,20,3287.5,-1587.5,2.070866142,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:ACCI15:OCCIA15:OCCIA1h:IUCCIA1d:OSpread:H,,,,,,1700,90,34,56,6537.5,-4837.5,1.351421189,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:ACCI15:ILCCIA15:ILCCIA1h:UCCIA1d:OSpread:O,,,,,,1687.5,28,19,9,2200,-512.5,4.292682927,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:ACCI15:UCCIA15:UCCIA1h:OCCIA1d:IUSpread:H,,,,,,1687.5,1,1,,1687.5,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:ACCI15:ILCCIA15:ILCCIA1h:IUCCIA1d:OSpread:O,,,,,,1675,40,22,18,2675,-1000,2.675,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:HCCI15:OCCIA15:OCCIA1h:IUCCIA1d:IUSpread:A,,,,,,1675,13,7,6,2275,-600,3.791666667,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:ACCI15:IUCCIA15:IUCCIA1h:OCCIA1d:ILSpread:O,,,,,,1675,13,9,4,1900,-225,8.444444444,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:HCCI15:UCCIA15:UCCIA1h:IUCCIA1d:OSpread:O,,,,,,1675,42,17,25,6975,-5300,1.316037736,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:ACCI15:OCCIA15:IUCCIA1h:ILCCIA1d:IUSpread:O,,,,,,1650,42,21,21,3237.5,-1587.5,2.039370079,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:IUCCIA15:OCCIA1h:ILCCIA1d:IUSpread:H,,,,,,1650,8,7,1,1812.5,-162.5,11.15384615,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:IUCCIA15:OCCIA1h:IUCCIA1d:USpread:O,,,,,,1650,12,6,6,2875,-1225,2.346938776,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:HCCI15:OCCIA15:IUCCIA1h:ILCCIA1d:USpread:O,,,,,,1650,7,6,1,1850,-200,9.25,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:HATRD:HCCI15:ILCCIA15:ILCCIA1h:UCCIA1d:ILSpread:M,,,,,,1650,6,4,2,1787.5,-137.5,13,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:ILCCIA15:ILCCIA1h:UCCIA1d:IUSpread:O,,,,,,1637.5,8,4,4,3137.5,-1500,2.091666667,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:HCCI15:OCCIA15:OCCIA1h:ILCCIA1d:IUSpread:O,,,,,,1625,14,6,8,2162.5,-537.5,4.023255814,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:UCCIA15:OCCIA1h:IUCCIA1d:ILSpread:O,,,,,,1612.5,1,1,,1612.5,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:UCCIA15:UCCIA1h:OCCIA1d:ILSpread:M,,,,,,1600,2,1,1,1737.5,-137.5,12.63636364,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:ACCI15:IUCCIA15:IUCCIA1h:IUCCIA1d:OSpread:O,,,,,,1600,27,16,11,2475,-875,2.828571429,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:HCCI15:IUCCIA15:IUCCIA1h:OCCIA1d:OSpread:O,,,,,,1587.5,12,8,4,2162.5,-575,3.760869565,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:HATRD:HCCI15:IUCCIA15:IUCCIA1h:ILCCIA1d:IUSpread:O,,,,,,1575,5,2,3,1975,-400,4.9375,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:HCCI15:ILCCIA15:UCCIA1h:ILCCIA1d:USpread:O,,,,,,1575,14,8,6,3687.5,-2112.5,1.74556213,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:ACCI15:ILCCIA15:UCCIA1h:ILCCIA1d:IUSpread:O,,,,,,1575,41,20,21,3112.5,-1537.5,2.024390244,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:HCCI15:OCCIA15:OCCIA1h:OCCIA1d:OSpread:O,,,,,,1550,9,6,3,1800,-250,7.2,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:HATRD:HCCI15:UCCIA15:ILCCIA1h:IUCCIA1d:IUSpread:O,,,,,,1550,4,3,1,1637.5,-87.5,18.71428571,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:HCCI15:OCCIA15:OCCIA1h:OCCIA1d:OSpread:H,,,,,,1550,37,14,23,4612.5,-3062.5,1.506122449,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:HCCI15:UCCIA15:UCCIA1h:ILCCIA1d:OSpread:O,,,,,,1537.5,18,10,8,2262.5,-725,3.120689655,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:HCCI15:OCCIA15:IUCCIA1h:ILCCIA1d:ILSpread:O,,,,,,1537.5,18,9,9,3575,-2037.5,1.754601227,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:ACCI15:OCCIA15:OCCIA1h:IUCCIA1d:ILSpread:O,,,,,,1537.5,13,11,2,1825,-287.5,6.347826087,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:HCCI15:IUCCIA15:IUCCIA1h:ILCCIA1d:OSpread:A,,,,,,1537.5,15,8,7,2387.5,-850,2.808823529,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:HATRD:HCCI15:ILCCIA15:ILCCIA1h:UCCIA1d:USpread:M,,,,,,1537.5,5,3,2,1625,-87.5,18.57142857,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:AATRD:ACCI15:UCCIA15:UCCIA1h:ILCCIA1d:USpread:O,,,,,,1537.5,1,1,,1537.5,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:HCCI15:IUCCIA15:IUCCIA1h:IUCCIA1d:IUSpread:O,,,,,,1525,11,10,1,1575,-50,31.5,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:ACCI15:ILCCIA15:UCCIA1h:UCCIA1d:IUSpread:O,,,,,,1525,14,10,4,1837.5,-312.5,5.88,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:UCCIA15:UCCIA1h:ILCCIA1d:USpread:A,,,,,,1525,10,6,4,2725,-1200,2.270833333,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:AATRD:HCCI15:OCCIA15:OCCIA1h:IUCCIA1d:ILSpread:H,,,,,,1512.5,3,2,1,1525,-12.5,122,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:HCCI15:OCCIA15:OCCIA1h:ILCCIA1d:OSpread:H,,,,,,1512.5,18,10,8,2237.5,-725,3.086206897,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:ACCI15:ILCCIA15:ILCCIA1h:UCCIA1d:IUSpread:O,,,,,,1500,15,8,7,2150,-650,3.307692308,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:ILCCIA15:ILCCIA1h:OCCIA1d:OSpread:O,,,,,,1500,6,2,4,1912.5,-412.5,4.636363636,Y,Y,,,,,,,,,,,,,,,,,,,,,,
